@relation allrecipes_recipes

@attribute URL string
@attribute Title string
@attribute Category string
@attribute Rating numeric
@attribute "Prep_Time_(min)" numeric
@attribute "Cook_Time_(min)" numeric
@attribute "Total_Time_(min)" numeric
@attribute Servings numeric
@attribute Ingredients string
@attribute "Image_Paths" string

@data
"https://www.allrecipes.com/recipe/275315/slow-cooker-green-beans-and-potatoes/", "Slow Cooker Green Beans and Potatoes", "Side Dish", 4.2, 10.0, 360.0, 370.0, 6.0, "453.60 grams fresh green beans, trimmed, 453.60 grams small new potatoes, halved, water to cover, 2 (1 inch) cubes salt pork, or more to taste", "pics/Slow Cooker Green Beans and Potatoes/image_1.jpg, pics/Slow Cooker Green Beans and Potatoes/image_2.jpg, pics/Slow Cooker Green Beans and Potatoes/image_3.jpg, pics/Slow Cooker Green Beans and Potatoes/image_4.jpg, pics/Slow Cooker Green Beans and Potatoes/image_5.jpg"
"https://www.allrecipes.com/recipe/49890/pinto-beans-muy-facil/", "Pinto Beans Muy Facil", "Side Dish", 4.1, 15.0, 240.0, 735.0, 8.0, "453.60 grams dried pinto beans, 1  onion, chopped, 5.00 grams garlic, minced, 2  jalapeno peppers, chopped, salt and ground black pepper to taste", "pics/Pinto Beans Muy Facil/image_1.jpg, pics/Pinto Beans Muy Facil/image_2.jpg"
"https://www.allrecipes.com/recipe/230775/crock-pot-mushrooms/", "Crock-Pot® Mushrooms", "Vegetarian", 4.6, 5.0, 180.0, 185.0, 4.0, "453.60 grams mushrooms, 120.00 grams butter, 1 (28.35 grams) envelope ranch salad dressing mix", "pics/Crock-Pot® Mushrooms/image_1.jpg, pics/Crock-Pot® Mushrooms/image_2.jpg"
"https://www.allrecipes.com/recipe/244778/3-ingredient-slow-cooker-sweetened-condensed-milk/", "3-Ingredient Slow Cooker Sweetened Condensed Milk", "No info", 3.7, 5.0, 180.0, 185.0, 1.0, "480.00 grams milk, 160.00 grams white sugar, 45.00 grams butter, 10.00 grams vanilla extract (Optional)", "pics/3-Ingredient Slow Cooker Sweetened Condensed Milk/image_1.jpg, pics/3-Ingredient Slow Cooker Sweetened Condensed Milk/image_2.jpg"
"https://www.allrecipes.com/recipe/228653/slow-cooker-cider-applesauce-no-sugar-added/", "Slow Cooker Cider Applesauce (No Sugar Added)", "Side Dish", 4.7, 10.0, 240.0, 250.0, 16.0, "2268.00 grams apples - peeled, cored, and thinly sliced, 22.50 grams ground cinnamon, 2.50 grams ground cloves, 1.25 grams ground nutmeg", "pics/Slow Cooker Cider Applesauce (No Sugar Added)/image_1.jpg, pics/Slow Cooker Cider Applesauce (No Sugar Added)/image_2.jpg"
"https://www.allrecipes.com/recipe/238732/kefir-yogurt-sana/", "Kefir Yogurt (Sana)", "Everyday Cooking", 5.0, 10.0, 245.0, 375.0, 8.0, "960.00 grams milk, 60.00 grams instant nonfat dry milk powder, or more to taste, 120.00 grams plain kefir", "pics/Kefir Yogurt (Sana)/image_1.jpg, pics/Kefir Yogurt (Sana)/image_2.jpg"
"https://www.allrecipes.com/recipe/258884/alexanders-chocolate-covered-peanuts/", "Alexander's Chocolate-Covered Peanuts", "Desserts", 4.9, 15.0, 10.0, 85.0, 56.0, "510.30 grams white almond bark, broken into pieces, 480.00 grams semisweet chocolate chips, or more to taste, 680.40 grams lightly salted peanuts, or more to taste", "pics/Alexander's Chocolate-Covered Peanuts/image_1.jpg, pics/Alexander's Chocolate-Covered Peanuts/image_2.jpg"
"https://www.allrecipes.com/recipe/238304/slow-cooker-vanilla-tapioca-pudding/", "Slow Cooker Vanilla Tapioca Pudding", "Desserts", 4.0, 5.0, 360.0, 365.0, 14.0, "0.5 gallon whole milk, 320.00 grams white sugar, 240.00 grams small pearl tapioca, 200.00 grams, lightly beaten, 5.00 grams vanilla extract", "pics/Slow Cooker Vanilla Tapioca Pudding/image_1.jpg, pics/Slow Cooker Vanilla Tapioca Pudding/image_2.jpg"
"https://www.allrecipes.com/recipe/232224/balsamic-goat-cheese-stuffed-chicken-breasts/", "Balsamic Goat Cheese Stuffed Chicken Breasts", "Meat and Poultry", 4.5, 15.0, 30.0, 45.0, 2.0, "5.00 grams olive oil, 1  shallot, finely diced, 240.00 grams balsamic vinegar, 2  skinless, boneless chicken breast halves, 56.70 grams goat cheese, divided", "pics/Balsamic Goat Cheese Stuffed Chicken Breasts/image_1.jpg, pics/Balsamic Goat Cheese Stuffed Chicken Breasts/image_2.jpg"
"https://www.allrecipes.com/recipe/239137/three-ingredient-baked-chicken-breasts/", "Three-Ingredient Baked Chicken Breasts", "Meat and Poultry", 4.4, 10.0, 30.0, 40.0, 4.0, "60.00 grams butter, melted, 5.00 grams salt, 4  skinless, boneless chicken breast halves", "pics/Three-Ingredient Baked Chicken Breasts/image_1.jpg, pics/Three-Ingredient Baked Chicken Breasts/image_2.jpg, pics/Three-Ingredient Baked Chicken Breasts/image_3.jpg, pics/Three-Ingredient Baked Chicken Breasts/image_4.jpg, pics/Three-Ingredient Baked Chicken Breasts/image_5.jpg, pics/Three-Ingredient Baked Chicken Breasts/image_6.jpg"
"https://www.allrecipes.com/recipe/84590/artichoke-and-sun-dried-tomato-chicken/", "Artichoke and Sun-Dried Tomato Chicken", "Chicken", 4.5, 10.0, 25.0, 35.0, 4.0, "4  skinless, boneless chicken breast halves, salt and pepper to taste, 10.00 grams olive oil, 1 (411.08 grams) can diced tomatoes with green peppers and onions, 60.00 grams sun-dried tomato pesto, 1 (396.90 grams) can artichoke hearts in water, drained and quartered", "pics/Artichoke and Sun-Dried Tomato Chicken/image_1.jpg"
"https://www.allrecipes.com/recipe/52005/tender-italian-baked-chicken/", "Tender Italian Baked Chicken", "Italian", 4.6, 10.0, 20.0, 30.0, 4.0, "180.00 grams mayonnaise, 120.00 grams grated Parmesan cheese, 3.75 grams garlic powder, 180.00 grams Italian seasoned bread crumbs, 4  skinless, boneless chicken breast halves", "pics/Tender Italian Baked Chicken/image_1.jpg, pics/Tender Italian Baked Chicken/image_2.jpg, pics/Tender Italian Baked Chicken/image_3.jpg, pics/Tender Italian Baked Chicken/image_4.jpg, pics/Tender Italian Baked Chicken/image_5.jpg, pics/Tender Italian Baked Chicken/image_6.jpg, pics/Tender Italian Baked Chicken/image_7.jpg"
"https://www.allrecipes.com/recipe/217981/grilled-chicken-with-rosemary-and-bacon/", "Grilled Chicken with Rosemary and Bacon", "Meat and Poultry", 4.5, 10.0, 20.0, 30.0, 4.0, "20.00 grams garlic powder, 4  skinless, boneless chicken breast halves, salt and pepper to taste, 8.00 grams fresh rosemary, 4 thick slices bacon", "pics/Grilled Chicken with Rosemary and Bacon/image_1.jpg, pics/Grilled Chicken with Rosemary and Bacon/image_2.jpg"
"https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/", "Chicken Cordon Bleu I", "Main Dishes", 4.6, 10.0, 35.0, 45.0, 4.0, "nonstick cooking spray, 4  skinless, boneless chicken breast halves, 1.25 grams salt, 0.62 grams ground black pepper, 90.00 grams Swiss cheese, 60.00 grams cooked ham, 120.00 grams seasoned bread crumbs", "pics/Chicken Cordon Bleu I/image_1.jpg, pics/Chicken Cordon Bleu I/image_2.jpg, pics/Chicken Cordon Bleu I/image_3.jpg, pics/Chicken Cordon Bleu I/image_4.jpg, pics/Chicken Cordon Bleu I/image_5.jpg, pics/Chicken Cordon Bleu I/image_6.jpg, pics/Chicken Cordon Bleu I/image_7.jpg, pics/Chicken Cordon Bleu I/image_8.jpg, pics/Chicken Cordon Bleu I/image_9.jpg, pics/Chicken Cordon Bleu I/image_10.jpg, pics/Chicken Cordon Bleu I/image_11.jpg"
"https://www.allrecipes.com/recipe/19132/cashew-crusted-chicken/", "Cashew Crusted Chicken", "Meat and Poultry", 4.3, 20.0, 20.0, 40.0, 4.0, "1 (340.20 grams) jar apricot preserves, 60.00 grams prepared Dijon-style mustard, 5.00 grams curry powder, 4  skinless, boneless chicken breast halves, 240.00 grams coarsely chopped cashews", "pics/Cashew Crusted Chicken/image_1.jpg, pics/Cashew Crusted Chicken/image_2.jpg"
"https://www.allrecipes.com/recipe/57319/pesto-cheesy-chicken-rolls/", "Pesto Cheesy Chicken Rolls", "Main Dishes", 4.4, 20.0, 45.0, 65.0, 4.0, "4  skinless, boneless chicken breast halves - pounded to 1/4 inch thickness, 240.00 grams prepared basil pesto, 4 thick slices mozzarella cheese, cooking spray", "pics/Pesto Cheesy Chicken Rolls/image_1.jpg"
"https://www.allrecipes.com/recipe/242269/slow-cooker-buffalo-chicken-lettuce-wraps/", "Slow Cooker Buffalo Chicken Lettuce Wraps", "No info", 3.9, 10.0, 360.0, 370.0, 10.0, "907.20 grams skinless, boneless chicken breasts, 1 (340.20 grams) bottle cayenne pepper sauce (such as Frank's® RedHot®), 1 (28.35 grams) package ranch dressing mix, 400.00 grams Boston lettuce leaves", "pics/Slow Cooker Buffalo Chicken Lettuce Wraps/image_1.jpg"
"https://www.allrecipes.com/recipe/221887/chef-johns-chicken-and-mushrooms/", "Chef John's Chicken and Mushrooms", "Meat and Poultry", 4.7, 10.0, 30.0, 40.0, 2.0, "2  chicken breast halves, boneless, skin-on, salt and ground black pepper to taste, 30.00 grams olive oil, 226.80 grams fresh mushrooms, sliced 1/4 inch thick, 0.36 grams salt, 120.00 grams water, 15.00 grams butter, salt and ground black pepper to taste", "pics/Chef John's Chicken and Mushrooms/image_1.jpg, pics/Chef John's Chicken and Mushrooms/image_2.jpg, pics/Chef John's Chicken and Mushrooms/image_3.jpg, pics/Chef John's Chicken and Mushrooms/image_4.jpg, pics/Chef John's Chicken and Mushrooms/image_5.jpg, pics/Chef John's Chicken and Mushrooms/image_6.jpg, pics/Chef John's Chicken and Mushrooms/image_7.jpg"
"https://www.allrecipes.com/recipe/16700/salsa-chicken/", "Salsa Chicken", "Cuisine", 4.6, 5.0, 30.0, 35.0, 4.0, "4  skinless, boneless chicken breast halves, 20.00 grams taco seasoning mix, 240.00 grams salsa, 240.00 grams shredded Cheddar cheese, 30.00 grams sour cream (Optional)", "pics/Salsa Chicken/image_1.jpg, pics/Salsa Chicken/image_2.jpg, pics/Salsa Chicken/image_3.jpg, pics/Salsa Chicken/image_4.jpg, pics/Salsa Chicken/image_5.jpg, pics/Salsa Chicken/image_6.jpg, pics/Salsa Chicken/image_7.jpg, pics/Salsa Chicken/image_8.jpg"
"https://www.allrecipes.com/recipe/228752/chicken-walnut-cheese-wrapped-in-bacon/", "Chicken Walnut Cheese Wrapped in Bacon", "No info", 4.4, 20.0, 35.0, 55.0, 4.0, "2  boneless, skinless chicken breasts, halved horizontally, 226.80 grams crumbled blue cheese, 170.10 grams walnut halves, 120.00 grams bacon", "pics/Chicken Walnut Cheese Wrapped in Bacon/image_1.jpg, pics/Chicken Walnut Cheese Wrapped in Bacon/image_2.jpg"
"https://www.allrecipes.com/recipe/25145/mexican-casserole/", "Mexican Casserole", "Cuisine", 4.4, 15.0, 15.0, 30.0, 5.0, "30.00 grams vegetable oil, 340.20 grams cubed skinless, boneless chicken breast meat, 0.5 (35.44 grams) package taco seasoning mix, 1 (425.25 grams) can black beans, rinsed and drained, 1 (248.06 grams) can sweet corn, drained, 60.00 grams salsa, water as needed, 240.00 grams shredded Mexican-style cheese, 360.00 grams crushed plain tortilla chips", "pics/Mexican Casserole/image_1.jpg"
"https://www.allrecipes.com/recipe/232950/quick-chicken-and-stuffing-casserole/", "Quick Chicken and Stuffing Casserole", "Chicken", 4.4, 10.0, 20.0, 30.0, 4.0, "720.00 grams prepared stuffing, 480.00 grams cubed, cooked chicken, 480.00 grams broccoli florets, 1 (340.20 grams) jar chicken gravy, 240.00 grams shredded Cheddar cheese, divided", "pics/Quick Chicken and Stuffing Casserole/image_1.jpg, pics/Quick Chicken and Stuffing Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/234531/bethanys-frito-pie/", "Bethany's Frito(R) Pie", "No info", 3.9, 10.0, 15.0, 25.0, 4.0, "720.00 grams corn chips (such as Fritos®), 240.00 grams shredded Cheddar cheese, 180.00 grams chopped onion, 600.00 grams prepared chili", "pics/Bethany's Frito(R) Pie/image_1.jpg, pics/Bethany's Frito(R) Pie/image_2.jpg"
"https://www.allrecipes.com/recipe/254416/vegetarian-potato-and-squash-casserole/", "Vegetarian Potato and Squash Casserole", "No info", 4.4, 20.0, 60.0, 80.0, 12.0, "cooking spray, 2  baking potatoes, cut into1/2-inch slices, salt and ground black pepper to taste, 3 large yellow summer squash, cut into 1/2-inch slices, 4 large tomatoes, cut into 1/2-inch slices, 1  sweet onion, cut into 1/4-inch slices, 30.00 grams butter", "pics/Vegetarian Potato and Squash Casserole/image_1.jpg, pics/Vegetarian Potato and Squash Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/168244/simple-sausage-casserole/", "Simple Sausage Casserole", "Breakfast and Brunch", 4.7, 5.0, 20.0, 25.0, 6.0, "cooking spray, 453.60 grams bulk pork sausage, 226.80 grams cream cheese, softened, 2 (226.80 grams) cans refrigerated crescent rolls", "pics/Simple Sausage Casserole/image_1.jpg, pics/Simple Sausage Casserole/image_2.jpg, pics/Simple Sausage Casserole/image_3.jpg, pics/Simple Sausage Casserole/image_4.jpg, pics/Simple Sausage Casserole/image_5.jpg, pics/Simple Sausage Casserole/image_6.jpg, pics/Simple Sausage Casserole/image_7.jpg"
"https://www.allrecipes.com/recipe/222037/tater-tots-r-casserole/", "Tater Tots(R) Casserole", "Casserole Recipes", 4.5, 5.0, 40.0, 45.0, 4.0, "453.60 grams ground beef, 1 (297.68 grams) can condensed cream of mushroom soup, salt and ground black pepper to taste, 1 (453.60 grams) package frozen tater tots, 480.00 grams shredded Cheddar cheese", "pics/Tater Tots(R) Casserole/image_1.jpg, pics/Tater Tots(R) Casserole/image_2.jpg, pics/Tater Tots(R) Casserole/image_3.jpg, pics/Tater Tots(R) Casserole/image_4.jpg, pics/Tater Tots(R) Casserole/image_5.jpg, pics/Tater Tots(R) Casserole/image_6.jpg"
"https://www.allrecipes.com/recipe/261278/sweet-potato-and-apple-sausage-casserole/", "Sweet Potato and Apple Sausage Casserole", "Main Dishes", 4.2, 10.0, 45.0, 55.0, 4.0, "cooking spray, 2  sweet potatoes, peeled and diced, or to taste, 1 (340.20 grams) package precooked apple chicken sausage, sliced into rounds, 2  tart green apples, cored and diced, or to taste, 80.00 grams honey mustard, salt and ground black pepper to taste", "pics/Sweet Potato and Apple Sausage Casserole/image_1.jpg, pics/Sweet Potato and Apple Sausage Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/62696/chicken-parmesan-casserole/", "Chicken Parmesan Casserole", "Main Dishes", 4.1, 5.0, 45.0, 50.0, 6.0, "480.00 grams rotini pasta, 1 (340.20 grams) can chicken chunks, drained, 240.00 grams shredded mozzarella cheese, 480.00 grams marinara sauce, 120.00 grams seasoned bread crumbs", "pics/Chicken Parmesan Casserole/image_1.jpg"
"https://www.allrecipes.com/recipe/18871/easy-tuna-casserole/", "Easy Tuna Casserole", "Seafood", 4.3, 15.0, 30.0, 45.0, 8.0, "720.00 grams cooked macaroni, 1 (141.75 grams) can tuna, drained, 1 (297.68 grams) can condensed cream of chicken soup, 240.00 grams shredded Cheddar cheese, 360.00 grams French fried onions", "pics/Easy Tuna Casserole/image_1.jpg"
"https://www.allrecipes.com/recipe/284779/crescent-roll-breakfast-casserole/", "Crescent Roll Breakfast Casserole", "Breakfast and Brunch", 5.0, 10.0, 20.0, 40.0, 4.0, "1 (226.80 grams) package bulk pork sausage, 0.5 (226.80 grams) package Neufchatel cheese, softened, 1 (226.80 grams) package refrigerated crescent rolls, 240.00 grams sharp Cheddar cheese, shredded, salt and freshly ground black pepper to taste (optional)", "pics/Crescent Roll Breakfast Casserole/image_1.jpg, pics/Crescent Roll Breakfast Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/220963/ham-and-cheese-pasta-casserole/", "Ham and Cheese Pasta Casserole", "No info", 3.9, 15.0, 35.0, 50.0, 12.0, "1 (453.60 grams) package elbow macaroni, 1 (226.80 grams) package Cheddar cheese, cubed, 240.00 grams cubed, cooked ham, 120.00 grams mayonnaise, 240.00 grams dry bread crumbs", "pics/Ham and Cheese Pasta Casserole/image_1.jpg, pics/Ham and Cheese Pasta Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/44073/johns-broccoli-and-ziti-casserole/", "John's Broccoli and Ziti Casserole", "No info", 3.8, 5.0, 30.0, 35.0, 6.0, "1 (453.60 grams) package ziti pasta, 120.00 grams olive oil, 1 (453.60 grams) package chopped frozen broccoli, thawed, 30.00 grams garlic, minced, 2 (226.80 grams) packages shredded mozzarella cheese, divided, salt and pepper to taste", "pics/John's Broccoli and Ziti Casserole/image_1.jpg, pics/John's Broccoli and Ziti Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/219766/cheater-baked-ziti/", "Cheater Baked Ziti", "Cuisine", 4.6, 5.0, 35.0, 40.0, 8.0, "1 (453.60 grams) package dry ziti pasta, 453.60 grams bulk hot Italian sausage, 1 (453.60 grams) jar spaghetti sauce, 1 (453.60 grams) jar Alfredo sauce, 1 (226.80 grams) package shredded Italian cheese blend", "pics/Cheater Baked Ziti/image_1.jpg"
"https://www.allrecipes.com/recipe/20004/broccoli-noodles-and-cheese-casserole/", "Broccoli Noodles and Cheese Casserole", "No info", 3.5, ?, 30.0, 30.0, 8.0, "1 (453.60 grams) package egg noodles, 400.00 grams broccoli, cut into florets, 480.00 grams cottage cheese, 480.00 grams shredded Cheddar cheese", "pics/Broccoli Noodles and Cheese Casserole/image_1.jpg"
"https://www.allrecipes.com/recipe/186877/easy-enchiladas/", "Easy Enchiladas", "Main Dishes", 4.4, 15.0, 30.0, 45.0, 10.0, "2 (453.60 grams) jars prepared salsa, 453.60 grams ground beef, 1 (439.43 grams) jar prepared salsa con queso, 20 (8 inch) flour tortillas, 1 (226.80 grams) package shredded Cheddar-Monterey Jack cheese blend", "pics/Easy Enchiladas/image_1.jpg, pics/Easy Enchiladas/image_2.jpg"
"https://www.allrecipes.com/recipe/230994/meatball-sub-casserole/", "Meatball Sub Casserole", "Italian", 4.3, 10.0, 50.0, 60.0, 8.0, "1 (453.60 grams) package frozen garlic bread, 2 (680.40 grams) jars spaghetti sauce, 40  Italian-style frozen meatballs, 480.00 grams shredded mozzarella cheese, 60.00 grams grated Parmesan cheese", "pics/Meatball Sub Casserole/image_1.jpg"
"https://www.allrecipes.com/recipe/165356/fried-bologna-casserole/", "Fried Bologna Casserole", "Main Dishes", 4.6, 10.0, 50.0, 60.0, 4.0, "120.00 grams bologna, 45.00 grams butter, 1  onion, chopped, 960.00 grams warm mashed potatoes, 360.00 grams shredded Cheddar cheese", "pics/Fried Bologna Casserole/image_1.jpg, pics/Fried Bologna Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/118738/sausage-brunch-casserole/", "Sausage Brunch Casserole", "No info", 4.3, 10.0, 45.0, 55.0, 6.0, "453.60 grams bulk pork sausage, cooked and drained, 120.00 grams chopped green onions, 1 (113.40 grams) can mushroom stems and pieces, drained, 2 medium tomatoes, chopped, 480.00 grams shredded mozzarella cheese, 240.00 grams pancake mix, 600.00 grams, 240.00 grams milk, 2.50 grams dried oregano, 2.50 grams salt, 1.25 grams pepper", "pics/Sausage Brunch Casserole/image_1.jpg, pics/Sausage Brunch Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/212451/enchanted-sour-cream-chicken-enchiladas/", "Enchanted Sour Cream Chicken Enchiladas", "Main Dishes", 4.2, 15.0, 15.0, 30.0, 6.0, "480.00 grams cubed cooked chicken, 240.00 grams sour cream, 0.62 grams salt, 0.36 grams ground black pepper, 120.00 grams vegetable oil for frying, 12 (5 inch) corn tortillas, 1 (113.40 grams) can chopped green chilies, drained, 480.00 grams shredded Monterey Jack cheese", "pics/Enchanted Sour Cream Chicken Enchiladas/image_1.jpg, pics/Enchanted Sour Cream Chicken Enchiladas/image_2.jpg, pics/Enchanted Sour Cream Chicken Enchiladas/image_3.jpg, pics/Enchanted Sour Cream Chicken Enchiladas/image_4.jpg, pics/Enchanted Sour Cream Chicken Enchiladas/image_5.jpg"
"https://www.allrecipes.com/recipe/18829/fresh-corn-and-tomato-casserole/", "Fresh Corn and Tomato Casserole", "Meat and Poultry", 4.4, 15.0, 45.0, 60.0, 6.0, "60.00 grams bacon, 8 ears fresh corn, 60.00 grams butter, 5.00 grams salt, 2 large tomatoes, sliced", "pics/Fresh Corn and Tomato Casserole/image_1.jpg, pics/Fresh Corn and Tomato Casserole/image_2.jpg"
"https://www.allrecipes.com/article/10-easy-dinners-with-5-ingredients-or-less/", "10 Easy Dinners You Can Make With 5 Ingredients or Less", "How To", ?, ?, ?, ?, ?, "nan", "pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_1.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_2.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_3.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_4.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_5.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_6.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_7.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_8.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_9.jpg, pics/10 Easy Dinners You Can Make With 5 Ingredients or Less/image_10.jpg"
"https://www.allrecipes.com/4-ingredient-orange-chicken-recipe-8713472", "4-Ingredient Orange Chicken", "Meat and Poultry", 4.8, 5.0, 20.0, 25.0, 4.0, "240.00 grams orange marmalade, 1/480.00 grams Kansas City-style BBQ sauce, 1/960.00 grams low sodium soy sauce, 1 (453.60 grams) bag frozen fully cooked chicken nuggets, green onions, sesame seeds", "pics/4-Ingredient Orange Chicken/image_1.jpg, pics/4-Ingredient Orange Chicken/image_2.jpg"
"https://www.allrecipes.com/easy-5-ingredient-chili-recipe-7508143", "Easy 5-Ingredient Chili", "Soups, Stews and Chili Recipes", 4.4, 5.0, 20.0, 25.0, 6.0, "453.60 grams lean ground beef, 425.25 grams tomato sauce, 1 (425.25 grams) can kidney beans, drained, 1 (425.25 grams) can chili beans, not drained, 30.00 grams chili powder, or to taste, salt and freshly ground black pepper to taste", "pics/Easy 5-Ingredient Chili/image_1.jpg, pics/Easy 5-Ingredient Chili/image_2.jpg"
"https://www.allrecipes.com/crockpot-italian-chicken-recipe-7501402", "Crockpot Italian Chicken", "Meat and Poultry", 3.9, 5.0, 480.0, 485.0, 4.0, "1 (453.60 grams) bottle Italian dressing, 1/960.00 grams grated Parmesan cheese, 4 boneless skinless chicken breasts", "pics/Crockpot Italian Chicken/image_1.jpg, pics/Crockpot Italian Chicken/image_2.jpg"
